entry,aozora_frequency,candidate_readings,sources,evidence_count,final_status,action,reason,resolved_reading,old_uuid,new_uuid,source_path,source_row,target_path
呎以,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3167d203-a261-5510-adbe-c67fffdbc5ad,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呎以.json,1,
呎六,5,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,c5cba639-3ed8-5023-9a55-a070fbc311cf,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呎六.json,1,
呎半,7,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,7d484117-a27d-53a1-af3f-59ea43806c10,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呎半.json,1,
呎程,6,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,c23a6545-0f65-5d69-afeb-ab2ae0ff2998,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呎程.json,1,
呪々,5,のろのろ|ノロノロ|ノロヽヽ,aozora_ruby,4,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,980dc4ad-565b-51d9-a863-6906b172a7d7,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呪々.json,1,
呵勢,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2fd65a7e-14a1-5d59-b3e0-304a40d588e5,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呵勢.json,1,
呶,4,ど|ぬか,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,502cb32a-84e2-5670-bf27-15c20cba8459,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呶.json,1,
呶声,12,どせい,aozora_ruby,5,suspected_fragment,keep_pending,at least one example contains an independent use,,62722df2-86dd-54e6-a047-41bcce45f694,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呶声.json,1,
呶罵,8,どば,aozora_ruby,5,suspected_fragment,keep_pending,at least one example contains an independent use,,8f608e47-920a-5a16-8116-f4a316193cda,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呶罵.json,1,
呶鳴,149,がな|がみ|どな|どなり,aozora_ruby,283,source_conflict,conflict,sources disagree on the complete-entry reading,,6378c7b5-042a-52a0-8696-6c253519810c,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/呶鳴.json,1,
咏,171,うた|えい|つぶや|なが|よ,aozora_ruby|jmdict,54,source_conflict,conflict,sources disagree on the complete-entry reading,,8d7a5fe1-b121-5da6-9d16-05b2e3393597,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咏.json,1,
咏唱,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,d864cd58-78a7-53c8-a1c1-c8641c9e9e93,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咏唱.json,1,
咏嘆,63,えいたん,aozora_ruby,9,suspected_fragment,keep_pending,at least one example contains an independent use,,e3c55c31-589d-5559-b0d6-76634eba1305,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咏嘆.json,1,
咏歎,14,えいたん,aozora_ruby,5,suspected_fragment,keep_pending,at least one example contains an independent use,,c750dfbf-d2e9-5877-bc05-f85c824235a6,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咏歎.json,1,
咐,7,いいつ|いひつか,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,0a010201-a15d-5e9a-8e76-335d1ec9bfdb,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咐.json,1,
咥,44,くえ|くは|くはへ|くら|くわ|ぐわ,aozora_ruby,99,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,8ae3cc27-c316-59cb-97df-52ef2377ab2c,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咥.json,1,
咨,9,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,ee6cc28c-e2aa-5a44-a2d7-222ddc6c5e79,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咨.json,1,
咬,113,か|かじ|かぶ|かま|かみ|く|くい|くは|くら|くわ|け|カ,aozora_ruby,221,source_conflict,conflict,sources disagree on the complete-entry reading,,5a70b6cd-b1cf-5b5c-8856-0f46ca8a7dfd,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咬.json,1,
咯,24,は,aozora_ruby,11,suspected_fragment,keep_pending,single-character entries require individual review,,5cdd3b78-15ba-5707-8663-453474fb7a02,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/咯.json,1,
哂,73,あざけ|わら,aozora_ruby,34,source_conflict,conflict,sources disagree on the complete-entry reading,,b93c7ee3-4d75-5a0c-b465-fca198c4ba74,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哂.json,1,
哇,71,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,4551742c-a732-57d8-b9e0-525169c9a783,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哇.json,1,
哈々,6,こうこう|ごうごう,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,59fd2e93-4f71-5bac-acb9-0f4170a84cfd,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哈々.json,1,
哈利,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b2924200-42ec-5917-97b3-2c9fff04f5d2,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哈利.json,1,
哈嗹,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,34784e80-ca5a-5cc1-af5a-3442acd02141,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哈嗹.json,1,
哈爾,26,チチハル,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,cc27df14-855a-540f-8f9e-5498189ede67,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哈爾.json,1,
哢,4,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,455ed93e-15a9-59fd-b915-70bc9974cc4b,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哢.json,1,
哦,9,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,c7aece6b-0a90-558e-9e1c-95ce7b39af61,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哦.json,1,
哩以,23,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,764d7d4d-4502-556b-bfcb-27c2aeefc627,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩以.json,1,
哩位,9,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,167690c4-ea49-5a43-96b3-1363349e9eb6,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩位.json,1,
哩先,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,5f6acd19-0e01-5abd-a1a9-7ba4b40c6063,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩先.json,1,
哩半,21,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,0f46ac01-934e-512a-9a20-e89e8183d84a,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩半.json,1,
哩四,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,e103d3ae-05c7-526d-8db7-cbfae51e4708,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩四.json,1,
哩数,5,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,f8f95b60-2f78-508f-bb70-a75ed4418572,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩数.json,1,
哩程,15,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,10603f12-5468-59ae-9d56-36a76ea6cdb4,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩程.json,1,
哩隔,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,c16a9958-472c-5cfb-84af-31a24c22e888,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩隔.json,1,
哩離,18,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,332df94d-b765-5696-a058-0f23ee148e7c,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哩離.json,1,
哽,4,たて|む|むせ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,3521d46e-1df6-5885-b970-6fe95f845625,,/Users/iktahana/Genji/pending/needs_reading/U+5400-U+54FF/哽.json,1,
唏,21,すす|な,aozora_ruby,8,source_conflict,conflict,sources disagree on the complete-entry reading,,b3ad2ead-fa0f-53dc-ab68-b8fa43dc7985,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/唏.json,1,
售,33,う,aozora_ruby,18,suspected_fragment,keep_pending,single-character entries require individual review,,62523174-ac52-5e63-b6cd-07dcaebe2765,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/售.json,1,
唸,455,うな|うなり|うむ|うめ|つぶ|な|なげ|ほ|ウナ|ウメ|ツブヤ,aozora_ruby,677,source_conflict,conflict,sources disagree on the complete-entry reading,,590c32b7-1396-5dbb-a244-ee23e471a8d8,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/唸.json,1,
唸音,6,うなりおと|ハミング|ビート,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,9706ec3f-ecce-5f1f-8c62-16f96c099f2b,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/唸音.json,1,
啌,20,うそ,aozora_ruby,9,suspected_fragment,keep_pending,single-character entries require individual review,,645d4396-9745-5464-9dd0-5995a5e6bfad,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啌.json,1,
啖付,5,くいつ|くらひつ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,a79177ad-a934-591a-8b00-52699ef9c7dd,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啖付.json,1,
啖壺,4,たんつぼ,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,f7bcb64d-e9b5-53e0-b907-ed31608f3bce,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啖壺.json,1,
啖肉,4,たんにく,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3383d774-2a6c-56f3-aaf8-dd8daeaaf9db,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啖肉.json,1,
啗,17,く|くは|くら,aozora_ruby,12,source_conflict,conflict,sources disagree on the complete-entry reading,,3e5a52ea-fa42-58b1-a76d-b4f9b3377fbc,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啗.json,1,
啣,431,か|くは|くわ|こぼ|はま|ふく|ふくま,aozora_ruby,299,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,fbfd79fc-10cb-566e-8e91-429106a60c27,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啣.json,1,
啣楊,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,79eeddec-0dbe-5541-9a1e-77ee6df4ad21,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啣楊.json,1,
啼石,14,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,61ed5ca2-041b-54ad-affd-a8ff2e7f22fd,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啼石.json,1,
啼音,12,ていおん|なきね|なくね,aozora_ruby,7,source_conflict,conflict,sources disagree on the complete-entry reading,,67abf70d-5fb6-5ed1-880a-36395fd017a3,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/啼音.json,1,
喀喇,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,10701af0-70f4-53d0-9b82-e0734b2767d6,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喀喇.json,1,
喇,4,せき|とから,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,6821d9ca-1574-5924-b059-ec3e92e7e257,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喇.json,1,
喊呼,13,かんこ|カンコ,aozora_ruby,12,source_conflict,conflict,sources disagree on the complete-entry reading,,bc447f47-b944-56d5-9dca-0059daa8b754,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喊呼.json,1,
喘々,7,せいせい|ぜいぜい|ぜんぜん,aozora_ruby,3,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,66b3a5fb-bafe-5bdd-a3bb-0efbdcc1ab00,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喘々.json,1,
喙,162,かい|くち|くちばし|つ|ついば|つつ|つッつ|はし|クチバシ,aozora_ruby|jmdict,101,source_conflict,conflict,sources disagree on the complete-entry reading,,e7dd3af5-c98e-578f-a706-ec880f679f77,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喙.json,1,
喚出,10,よびいだ|よびだ,aozora_ruby,6,source_conflict,conflict,sources disagree on the complete-entry reading,,a5e69121-a7f1-578e-95a4-ebce5a812ea2,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喚出.json,1,
喚子,14,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,91bca3a3-3a54-51c8-8842-3b59adfffa37,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喚子.json,1,
喚求,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,7166b9b6-6171-51cc-bed8-89cc2ec7895f,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喚求.json,1,
喞,169,かこ|かこた|くは|くわ|こぼ|ごち|すだ|な|ふく,aozora_ruby,95,source_conflict,conflict,sources disagree on the complete-entry reading,,849bac80-5aa9-5f38-a022-93c2b6dd4930,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喞.json,1,
喞々,7,しつじつ|しょくしょく|しよくしよく|ショクショク,aozora_ruby,4,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,7d4468cd-3578-5bcb-a23f-080b873e2f77,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喞々.json,1,
喞子,4,しょくし|ピストン,aozora_ruby|jmdict,2,source_conflict,conflict,sources disagree on the complete-entry reading,,1fb190b4-5757-5796-aa36-8f5fd04bceef,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喞子.json,1,
喞言,4,かこちごと|かこと,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,739b93f1-c68e-510f-b4ed-42908a50d6cb,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喞言.json,1,
喧譁,7,けんくわ,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,58e4f23b-2561-5f38-ac4e-e1fa714fef71,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喧譁.json,1,
喨,8,りょう|りょうりょう,aozora_ruby|jmnedict,2,source_conflict,conflict,sources disagree on the complete-entry reading,,cd0601c4-a13b-5dc4-8c4d-c60960f81d54,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喨.json,1,
喫殻,7,すいがら,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,acf91008-ec6a-58a3-bb12-84479e57d016,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喫殻.json,1,
喫烟,21,きつえん,aozora_ruby|jmdict,6,suspected_fragment,keep_pending,at least one example contains an independent use,,24dd24ea-1e4c-50f6-b0f9-a123ff7b5e38,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喫烟.json,1,
喫菜,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e0201a8a-89b3-5c71-b4cb-1bae8e90bf05,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/喫菜.json,1,
嗄,58,か|かす|から|が|しは|しはが|しゃ|しゃが|しやが|しわ|しわが|しわがれ|カ,aozora_ruby,356,source_conflict,conflict,sources disagree on the complete-entry reading,,ad6636ae-e533-55a8-a7a0-f054ca55efbc,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗄.json,1,
嗇,8,しわ|やぶさか|をし,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,54f0fafe-6c65-5ed6-97a7-ea9f8f6f6805,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗇.json,1,
嗔,5,いか|いかり|しん|みは,aozora_ruby|jmdict,13,source_conflict,conflict,sources disagree on the complete-entry reading,,c19a9978-7472-50bb-871c-69aba6d7f6bc,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗔.json,1,
嗜人,14,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e18e969c-fee4-5b5d-b236-66a20796f9ff,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗜人.json,1,
嗜性,9,しせい,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,6fd60bce-76ae-58d4-96ca-5910a6d9c273,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗜性.json,1,
嗜文,6,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,8b2b83ec-2aca-5d2b-9c47-038ef6e6b821,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗜文.json,1,
嗜血,6,しけつ,aozora_ruby,2,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2e37e151-9f62-5db7-b55b-ce3d60b1e58f,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗜血.json,1,
嗜読,4,しどく,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,66d7aab2-b135-503a-a14f-e3b4ef09eeeb,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗜読.json,1,
嗤,290,あざわ|あざわら|わう|わら|わらい|わらわ|わろ|アザ|ワラ,aozora_ruby,284,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,4096cdd5-12fd-501a-ad61-47af4ae5484e,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗤.json,1,
嗹国,4,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,3a6858c6-c787-5ab4-b761-ea933bfc2548,,/Users/iktahana/Genji/pending/needs_reading/U+5500-U+55FF/嗹国.json,1,
嘖,23,ころ|ころび|さいな,aozora_ruby,9,source_conflict,conflict,sources disagree on the complete-entry reading,,095d083f-d108-5b3d-be26-8e7d25625295,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嘖.json,1,
嘸々,18,さぞさぞ,aozora_ruby,4,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,7b9617fc-6dc4-581c-85c8-407461fea725,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嘸々.json,1,
噌久,26,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,5f4d1bd7-95cf-5229-8815-bb4ec1b09db3,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噌久.json,1,
噌唹,9,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,b48f5e53-9e8f-578d-a160-29bdb049686f,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噌唹.json,1,
噌漉,31,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,905a3006-8b47-57e6-b6a6-3a83df9178fc,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噌漉.json,1,
噐,45,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,0343ab95-d88d-5738-931a-f84713b52194,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噐.json,1,
噐具,6,きぐ,aozora_ruby,1,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,34cbde55-ecdf-53f3-a3e1-7c012d9de581,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噐具.json,1,
噐氏,15,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e2a781cf-383b-5800-912f-249e4352ef2d,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噐氏.json,1,
噛切,9,かみき|かみきり|かみし|くいしば,aozora_ruby,8,source_conflict,conflict,sources disagree on the complete-entry reading,,f0ef2665-a5a1-509b-b384-63f1b318092d,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噛切.json,1,
噛締,6,かみし|かみしめ|くひしめ,aozora_ruby,7,source_conflict,conflict,sources disagree on the complete-entry reading,,804479f8-2223-5287-96d7-3b977d8de898,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噛締.json,1,
噛附,4,かみつ|かみつか|かみつこ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,23858c8a-26eb-574c-a388-e4c6ebf687fe,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噛附.json,1,
噪,31,さわ|さわがし|さわぎ|ののめ|は|はし|はしゃ|はしや|はや|やかま|わ,aozora_ruby,116,source_conflict,conflict,sources disagree on the complete-entry reading,,ed0db88a-e556-52d0-bdb8-489dfd5fc13e,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噪.json,1,
噪々,4,おしやべり|そうぞう,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,352d493e-89cd-56c3-9a62-d6110c469cbd,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噪々.json,1,
噪然,5,さうぜん|そうぜん,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,ec5b8638-1e3a-51cf-95a9-8e9b5b2901b5,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噪然.json,1,
噫々,8,ああ|ああああ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,c679701d-58ac-57da-a49d-22635d298ce0,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噫々.json,1,
噬,11,か|かじ|かま|かみ|くはへ|くら|こつぜい|の,aozora_ruby,40,source_conflict,conflict,sources disagree on the complete-entry reading,,4f083d93-0a59-520f-8c47-b4a61b033d4b,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/噬.json,1,
嚀,8,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,516ad035-61ca-57e9-9e7e-39410c6ad6d5,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚀.json,1,
嚊々,8,かかあ,aozora_ruby,3,suspected_fragment,keep_pending,at least one example contains an independent use,,4a7849a4-a4f8-54ff-bde4-07196e4dd8b2,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚊々.json,1,
嚥,4,か|さぞ|の|のみ,aozora_ruby,213,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,5a2d53df-ad51-561f-b7ce-56a2b5fec352,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚥.json,1,
嚥脂,5,えんじ|べに,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,2a2d4a39-0a13-5cd5-a608-cced226e11dd,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚥脂.json,1,
嚥込,8,のみこ,aozora_ruby,8,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2ca669b5-85a9-5570-8be7-955d4dab2295,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚥込.json,1,
嚶々,7,おうおう,aozora_ruby,1,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,04a739fc-4c4c-5ef6-961c-c031cacdf9fd,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚶々.json,1,
嚼,12,か|かじ|くら,aozora_ruby,16,source_conflict,conflict,sources disagree on the complete-entry reading,,70b66549-df76-552d-8f89-06480fe269b6,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚼.json,1,
嚼母,4,まま|ママ|マヽ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,9462e8ca-8b6d-54d9-8413-d8013586dc68,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/嚼母.json,1,
囀鳥,10,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,5b8db4b1-e696-56fd-9e9e-1bb2f2ec1219,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/囀鳥.json,1,
囁,28,さえず|ささ|ささめき|ささや|ささやき|さゝ|さゝや|さゝやき|じょう|つぶ|つぶや|ササヤ,aozora_ruby|jmnedict,852,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,e43e8a26-8163-587e-b68b-1c42add71193,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/囁.json,1,
囈,4,たわ,aozora_ruby,1,suspected_fragment,keep_pending,single-character entries require individual review,,fa3ee415-970b-5302-8390-69ae78e35ab6,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/囈.json,1,
囓,34,か|かじ|かぢ|かみ|くわ,aozora_ruby,27,source_conflict,conflict,sources disagree on the complete-entry reading,,b4f16a36-40a3-5f43-8ad8-3ccecf999251,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/囓.json,1,
囘々,7,フイフイ,aozora_ruby,3,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,576b9382-e260-5ef1-8e1a-848c011a159a,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/囘々.json,1,
回々,44,ふいふい|フィフィ|フイフイ|マホメット,aozora_ruby,12,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,86cc0600-c191-5b09-8cd0-5a628a884582,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/回々.json,1,
団々,63,だんだん,aozora_ruby,7,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,b5558a1f-8b39-514b-84ad-e38a6c0d8761,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/団々.json,1,
困乱,5,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,edac5953-3ff6-51bf-a778-6f49fff84ac8,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/困乱.json,1,
困果,9,いんぐわ,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,1702ad06-fb0f-5221-b5d6-c8ecc5189aa5,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/困果.json,1,
困阨,4,こんやく,aozora_ruby|jmdict,3,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e14d4557-37ff-5542-bf0f-b5dd54f509bf,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/困阨.json,1,
